clause,risk,source,policy_type,coverage_amount,applicant_age,prior_claims_count,deductible_amount,state
"The insurer may compensate losses described in the policy when documentation confirms eligibility. in accordance with policy terms, subject to review by the insurer.",Medium,hedged_synthetic,home,394714,28,0,5000,OH
The insurer may determine eligibility for reimbursement after reviewing the circumstances. depending on circumstances.,High,original_synthetic,commercial,2539362,71,0,1000,GA
in the event that deliveroo or the partner restaurant is found to be liable to you our total aggregate liability is limited to the purchase price of the meals you have paid for in your order .,Medium,unfair_tos,home,202037,69,1,1000,NY
"this agreement to arbitrate will not preclude you or under armour from seeking provisional remedies in aid of arbitration , including without limitation orders to stay a court action , compel arbitration or confirm an arbitral award , from a court of competent jurisdiction .",Low,unfair_tos,life,350605,75,0,2500,FL
"if you wish to send a notice of intellectual property infringement , including claims of copyright infringement , please use our procedures for submitting notices of infringement .",Low,unfair_tos,auto,102419,24,2,2500,TX
The insurer may provide reimbursement depending on internal policy assessment.,High,original_synthetic,home,750000,30,1,1000,TX
you are responsible for maintaining the confidentiality of your account and password and for restricting access to your device .,Low,unfair_tos,home,204474,21,0,5000,GA
• what information we may collect about you ;,Low,unfair_tos,auto,77195,49,1,1000,GA
The insurer shall generally compensate valid claims unless exclusions apply under the contract. subject to review.,Low,original_synthetic,commercial,2445522,72,0,2500,NY
"if you think that someone has gained access to your account , please immediately reach out to snapchat support .",Low,unfair_tos,home,520112,62,0,500,NY
The insurer may determine eligibility for reimbursement after reviewing the circumstances.,High,original_synthetic,commercial,3186660,45,1,5000,TX
"while we may provide pricing , shipping , listing , sourcing , and other guidance in our services , such guidance is solely informational and you may decide to follow it or not .",Low,unfair_tos,life,497148,38,0,500,PA
"without derogating from the foregoing , onavo does not endorse or assume any responsibility with respect to content posted by users through the services and marked improperly .",Low,unfair_tos,auto,46218,65,2,1000,OH
"( 6 ) let any third person ( except for a minor for whom you opened the account ) play on your account including , but not limited to , using so-called `` power leveling services '' , i.e. paying a third person for playing on your account ; or",Low,unfair_tos,home,353869,34,0,2500,NY
"The insurer may normally reimburse medical expenses that fall within the coverage limits. depending on circumstances, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,commercial,3463265,43,1,2500,PA
"canada laws of the province of ontario exclusive ; courts of ontario , canada",Low,unfair_tos,auto,53737,19,0,2500,NY
"when a reservation is paid by credit or debit card , it will be processed by enett international usa , llc ( for credit or debit cards issued in the united states excluding american express ) or enett international ( uk ) limited ( trading as `` hotel booking services '' ) ( for all other cards and all american express cards ) , which act as an independent third party and the merchant of record .",Low,unfair_tos,home,206582,48,0,500,OH
"the spotify support community is a place for discussions and exchange of information , tips , and other materials related to the spotify service .",Low,unfair_tos,auto,49025,72,3,5000,OH
any reliance you place on such information is therefore strictly at your own risk .,Low,unfair_tos,home,271854,60,0,500,OH
The insurer shall compensate the insured subject to verification of eligibility criteria. subject to policy limitations.,Low,original_synthetic,home,212841,31,1,500,OH
grant of a limited license to use the service .,Low,unfair_tos,home,199753,30,0,5000,PA
"we attempt to be as accurate as possible and to eliminate errors in relation to our services ; however , we do not represent or warrant that any service descriptions or pricing information are accurate , complete , reliable , current or error-free .",Low,unfair_tos,auto,91777,49,0,5000,NY
Claims may be approved or declined based on the insurer's interpretation of the situation. after internal evaluation.,High,original_synthetic,commercial,5000000,49,0,5000,GA
"you , zynga or the zynga corporate family member may also ask a court to halt a court proceeding while an arbitration proceeding is ongoing .",Low,unfair_tos,home,262582,57,0,1000,FL
2.3 you grant linden lab certain licenses to your user content .,Low,unfair_tos,home,190064,44,0,2500,NY
Coverage may be extended depending on internal decisions made during claim assessment. in accordance with policy terms.,High,original_synthetic,home,565857,53,0,2500,OH
"we may do this for a variety of reasons including to reflect changes in or requirements of the law , new features , or changes in business practices .",Low,unfair_tos,home,501416,29,0,1000,PA
"for more information about how to tailor who can watch your content , please take a look at our privacy policy and support site .",Low,unfair_tos,auto,55922,48,0,1000,IL
the materials and all other content in this service are presented for the purpose of providing information regarding the viber services available in the united states and elsewhere .,Low,unfair_tos,home,267165,67,3,500,PA
"you and skype agree to the terms governing procedures , fees and incentives at go.microsoft.com/fwlink/?linkid=275219 .",Low,unfair_tos,life,737229,36,0,2500,GA
"such updates are subject to these terms unless other terms accompany the updates , in which case , those other terms apply .",Low,unfair_tos,auto,116588,34,0,1000,CA
